Altium Designer Pick and Place Locations
C:\Users\davem\Dropbox\hardware\Altium\fun\Guppy Buddy\Project Outputs for Guppy Buddy\Assembly\Pick Place\Pick Place for BB(Main Build).txt

========================================================================================================================
File Design Information:

Date:       04/07/18
Time:       05:43
Revision:   Not in VersionControl
Variant:    Main Build
Units used: mil

Designator Comment                              Layer       Footprint               Center-X(mil) Center-Y(mil) Rotation Description                                                                                             
R30        "5.11k Ohms"                         TopLayer    R_0402                  -1317.834     1455.906      90       "RES 5.11K OHM 1/10W 1% 0402 SMD"                                                                       
R29        R_0402_100.0                         TopLayer    R_0402                  -1825.905     1278.740      360      "RES 100 OHM 1/16W 1% 0402 SMD"                                                                         
R28        "1.0 Ohms"                           TopLayer    R_0402                  -1180.039     1715.000      360      "RES 1.00 OHM 1/16W 1% 0402 SMD"                                                                        
R27        R_0402_100.0K                        TopLayer    R_0402                  -1180.039     1756.339      360      "RES 100K OHM 1/16W 1% 0402 SMD"                                                                        
R26        R_0402_10M                           TopLayer    R_0402                  -1257.677     1603.543      270      "RES SMD 10M OHM 1% 1/16W 0402"                                                                         
R25        R_0402_100.0                         TopLayer    R_0402                  -1825.905     1357.480      360      "RES 100 OHM 1/16W 1% 0402 SMD"                                                                         
R24        R_0402_10.0K                         TopLayer    R_0402                  -1402.677     1455.315      270      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R23        "5.11k Ohms"                         TopLayer    R_0402                  -1357.205     1455.906      270      "RES 5.11K OHM 1/10W 1% 0402 SMD"                                                                       
R22        "5.11k Ohms"                         TopLayer    R_0402                  -1452.677     1454.980      270      "RES 5.11K OHM 1/10W 1% 0402 SMD"                                                                       
R21        R_0402_100.0                         TopLayer    R_0402                  -1825.905     1436.220      360      "RES 100 OHM 1/16W 1% 0402 SMD"                                                                         
R20        R_0402_10.0                          TopLayer    R_0402                  -1784.094     1640.315      270      "RES 10.0 OHM 1/16W 1% 0402 SMD"                                                                        
R19        R_0402_10M                           TopLayer    R_0402                  -1290.000     1721.653      270      "RES SMD 10M OHM 1% 1/16W 0402"                                                                         
R18        R_0402_10M                           TopLayer    R_0402                  -1504.842     1625.000      360      "RES SMD 10M OHM 1% 1/16W 0402"                                                                         
R16        R_0402_100K                          TopLayer    R_0402                  1304.882      1675.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R15        R_0402_100K                          TopLayer    R_0402                  1305.315      1775.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R14        R_0402_100K                          TopLayer    R_0402                  1305.315      1824.837      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R13        R_0402_100K                          TopLayer    R_0402                  1305.315      1875.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R12        R_0402_100K                          TopLayer    R_0402                  1304.882      1925.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R11        R_0402_100K                          TopLayer    R_0402                  1305.315      1975.434      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R10        R_0402_100K                          TopLayer    R_0402                  1304.882      2025.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R9         R_0402_100K                          TopLayer    R_0402                  1305.315      2075.138      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R8         R_0402_100K                          TopLayer    R_0402                  1304.882      2125.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R7         R_0402_100K                          TopLayer    R_0402                  1305.315      2175.335      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R6         R_0402_100K                          TopLayer    R_0402                  1304.882      2275.000      180      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R5         R_0402_100K                          TopLayer    R_0402                  1305.315      1525.000      360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R4         R_0402_100K                          TopLayer    R_0402                  1305.315      1575.148      360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R3         R_0402_100K                          TopLayer    R_0402                  1304.882      1625.335      360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R2         R_0402_100K                          TopLayer    R_0402                  1305.315      1725.319      360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
R1         R_0402_100K                          TopLayer    R_0402                  1305.788      2225.000      360      "RES SMD 100K OHM 1% 1/16W 0402"                                                                        
Q13        NFET                                 TopLayer    SOT-23A                 1822.244      2837.598      90       "MOSFET N-CH 20V 3.5A SOT23-3"                                                                          
Q12        NFET                                 TopLayer    SOT-23A                 2097.244      2837.598      90       "MOSFET N-CH 20V 3.5A SOT23-3"                                                                          
Q9         NFET                                 TopLayer    SOT-23A                 505.000       302.244       0        "MOSFET N-CH 20V 3.5A SOT23-3"                                                                          
Q8         NFET                                 TopLayer    SOT-23A                 345.000       302.244       0        "MOSFET N-CH 20V 3.5A SOT23-3"                                                                          
Q6         "N-Channel Nex_FET"                  TopLayer    Q_TDSON-8_NexFET        -957.205      1318.110      360      "MOSFET N-CH 25V 60A 8-SON"                                                                             
Q5         "N-Channel Nex_FET"                  TopLayer    Q_TDSON-8_NexFET        -955.630      1166.535      0        "MOSFET N-CH 25V 60A 8-SON"                                                                             
Q4         "N-Channel Nex_FET"                  TopLayer    Q_TDSON-8_NexFET        -1113.307     1622.244      0        "MOSFET N-CH 25V 60A 8-SON"                                                                             
Q3         NFET                                 TopLayer    SOT-23A                 -1365.079     1574.016      90       "MOSFET N-CH 20V 3.5A SOT23-3"                                                                          
Q2         "N-Channel Nex_FET"                  TopLayer    Q_TDSON-8_NexFET        -1383.780     1758.465      90       "MOSFET N-CH 25V 60A 8-SON"                                                                             
Q1         "N-Channel Nex_FET"                  TopLayer    Q_TDSON-8_NexFET        -1523.543     1758.465      90       "MOSFET N-CH 25V 60A 8-SON"                                                                             
LED7       LED_GRN_0402                         TopLayer    DIOM1005X07L_GREEN      2225.000      3371.653      90       "LED 1X0.5MM 570NM GN WTR CLR SMD"                                                                      
LED4       LED_YLW_0402                         TopLayer    DIOM1005X07L_YELLOW     520.000       76.653        270      "LED 1X0.5MM 590NM YW WTR CLR SMD"                                                                      
LED3       LED_GRN_0402                         TopLayer    DIOM1005X07L_GREEN      2325.000      3371.653      90       "LED 1X0.5MM 570NM GN WTR CLR SMD"                                                                      
LED1       LED_GRN_0402                         TopLayer    DIOM1005X07L_GREEN      344.764       83.347        270      "LED 1X0.5MM 570NM GN WTR CLR SMD"                                                                      
L16        L_CLF7045T-3R3N                      TopLayer    CLF7045                 -325.000      980.925       90       "FIXED IND 15UH 1.9A 95.8 MOHM"                                                                         
L9         1.0uH                                TopLayer    SRN3010-1R0Y            1103.740      356.299       360      "FIXED IND 1UH 2.3A 63 MOHM SMD"                                                                        
L8         L_BEAD_0603_30OHM_100MHZ             TopLayer    R_0603                  -586.614      2500.000      360      "FERRITE BEAD 30 OHM 0603"                                                                              
L7         CBC2016T220K                         TopLayer    L_0806                  149.921       1914.370      270      "INDUCTOR 22UH 10% 0806 SMD"                                                                            
L4         L_FB_21OHM_100MHZ                    TopLayer    C_ERA-0805              875.748       701.359       90       "FERRITE BEAD 21 OHM 0805 1LN"                                                                          
L1         L_IHLP2020BZER2R2M11                 TopLayer    IHLP-2020BZ             -698.504      1102.185      90       "2.2µH Shielded Molded Inductor 5A 37.7 mOhm Max"                                                       
J25        320110034                            BottomLayer HW4-2.0-90D             1468.110      325.000       360      ""                                                                                                      
J24        320110034                            BottomLayer HW4-2.0-90D             1893.110      325.000       360      ""                                                                                                      
J23        320110034                            BottomLayer HW4-2.0-90D             2071.890      3165.000      180      ""                                                                                                      
J22        320110034                            BottomLayer HW4-2.0-90D             1241.890      3165.000      180      ""                                                                                                      
J21        320110034                            BottomLayer HW4-2.0-90D             1656.890      3165.000      180      ""                                                                                                      
J20        320110034                            BottomLayer HW4-2.0-90D             3015.000      530.000       90       ""                                                                                                      
J19        "Headphone Jack"                     BottomLayer HEADPHONE_JACK          -2675.984     417.323       90       "CONN AUDIO JACK 3.5MM 4COND SMD"                                                                       
J17        J_PSP1000                            TopLayer    JOYSTICK_PSP1000        2854.646      2718.696      360      "THUMB SLIDE JOYSTICK"                                                                                  
J16        J_PSP1000                            TopLayer    JOYSTICK_PSP1000        -2814.646     2718.696      360      "THUMB SLIDE JOYSTICK"                                                                                  
J14        J_LIPO_BAT_CONNECTOR                 BottomLayer HDR_1X2_LIPO_BATTERY    -1991.732     1529.370      90       "CONN HEADER PH SIDE 2POS 2MM SMD"                                                                      
J11        J_MOLX-0522070660                    TopLayer    MOLX-52271-0679         48.347        2795.276      360      "CONN FFC FPC TOP 6POS 1.00MM R/A"                                                                      
J10        Flatlink                             TopLayer    FPC_40PIN               -944.882      2309.055      270      "CONN FFC/FPC .50MM 40POS R/A SMD"                                                                      
J5         "Micro SD"                           TopLayer    MICRO_SD                2651.496      350.295       180      "CONN MICRO SD R/A PUSH-PUSH SMD"                                                                       
J3         U.FL-R-SMT-1(10)                     TopLayer    U.FL-R-SMT-1            -1407.087     3351.457      360      "CONN UMC JACK STR 50 OHM SMD"                                                                          
J2         U.FL-R-SMT-1(10)                     TopLayer    U.FL-R-SMT-1            -1792.913     3351.457      360      "CONN UMC JACK STR 50 OHM SMD"                                                                          
D4         B1100-13-F                           TopLayer    DIOM5226X23L            -46.339       1999.665      360      "DIODE SCHOTTKY 100V 1A SMA"                                                                            
D2         BAT54                                TopLayer    SOT23                   -904.803      1483.937      180      "DIODE SCHOTTKY 40V 300MA SOT-23"                                                                       
D1         BAT54                                TopLayer    SOT23                   -1747.677     1515.000      360      "DIODE SCHOTTKY 40V 300MA SOT-23"                                                                       
CR1        Y_7A-24.000MAAJ-T                    TopLayer    CRYSTAL_TXC_7A          1700.000      450.000       180      Imported                                                                                                
C115       C_0402_0.1UF_25V                     TopLayer    C_0402                  1994.685      2360.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C114       C_0402_0.1UF_25V                     TopLayer    C_0402                  2169.685      2600.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C113       C_0402_0.1UF_25V                     TopLayer    C_0402                  2169.685      2360.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C112       C_0402_0.1UF_25V                     TopLayer    C_0402                  1994.685      2600.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C111       C_0402_8.2NF                         TopLayer    C_ERA-0402              -450.000      1669.685      270      "CAP CER 8200PF 50V X7R 0402"                                                                           
C110       1.0uF                                TopLayer    C_0402                  -350.000      1669.685      270      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C109       22µF                                 TopLayer    C_0805                  -387.599      751.250       360      "CAP CER 22UF 16V 10% X5R 0805"                                                                         
C108       10pF                                 TopLayer    C_0402                  -250.000      1630.315      270      "CAP CER 10PF 50V NP0 0402"                                                                             
C107       22µF                                 TopLayer    C_0805                  -455.000      1200.925      360      "CAP CER 22UF 16V 10% X5R 0805"                                                                         
C106       C_0402_0.1UF_25V                     TopLayer    C_0402                  -250.079      1194.685      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C105       22µF                                 TopLayer    C_0805                  1214.370      217.508       90       "CAP CER 22UF 16V 10% X5R 0805"                                                                         
C104       C_0402_0.1UF_25V                     TopLayer    C_0402                  1009.370      221.299       90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C103       C_0603_10µF                          TopLayer    C_ERA-0603              939.370       221.299       90       "CAP CER 10UF 16V X5R 0603"                                                                             
C102       1.0uF                                TopLayer    C_0402                  260.000       750.315       90       "CAP CER 1.0UF 16V X5R 0402"                                                                            
C101       C_0603_10µF                          TopLayer    C_ERA-0603              186.535       850.079       0        "CAP CER 10UF 16V X5R 0603"                                                                             
C100       1.0uF                                TopLayer    C_0402                  255.315       940.000       360      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C99        C_0402_0.1UF_25V                     TopLayer    C_0402                  50.315        685.099       180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C98        C_0402_0.1UF_25V                     TopLayer    C_0402                  50.315        835.000       180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C97        220pF                                TopLayer    C_0402                  718.268       667.008       180      "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C96        C_0402_0.1UF_25V                     TopLayer    C_0402                  -609.252      65.000        360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C90        4.7µF                                TopLayer    C_0603                  800.000       1000.000      180      "CAP CER 4.7UF 10V X5R 0603"                                                                            
C89        22µF                                 TopLayer    C_14-1210               770.000       1159.134      180      "CAP CER 22UF 25V 20% X5R 1210"                                                                         
C88        22µF                                 TopLayer    C_14-1210               770.000       1296.929      180      "CAP CER 22UF 25V 20% X5R 1210"                                                                         
C87        C_0402_0.1UF_25V                     TopLayer    C_0402                  2331.299      2874.016      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C85        C_0402_0.1UF_25V                     TopLayer    C_0402                  -3275.000     2855.315      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C84        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -1875.000     80.315        90       "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C83        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -2165.000     130.315       90       "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C82        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -1925.000     78.622        90       "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C81        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -2125.000     110.000       90       "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C80        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2175.000     319.685       270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C79        C_0603_10µF                          TopLayer    C_ERA-0603              -2230.000     343.464       270      "CAP CER 10UF 16V X5R 0603"                                                                             
C78        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2144.685     400.000       360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C77        C_0603_10µF                          TopLayer    C_ERA-0603              -2025.177     55.000        180      "CAP CER 10UF 16V X5R 0603"                                                                             
C76        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2025.178     100.000       180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C75        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              200.315       667.008       360      "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C74        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              355.315       1150.000      360      "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C73        C_0603_10µF                          TopLayer    C_ERA-0603              -2158.465     448.858       360      "CAP CER 10UF 16V X5R 0603"                                                                             
C72        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2247.338     198.752       90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C71        C_0603_10µF                          TopLayer    C_ERA-0603              -2300.157     177.235       90       "CAP CER 10UF 16V X5R 0603"                                                                             
C70        1000pF                               TopLayer    C_ERA-0402              -1800.000     155.315       270      "CAP CER 1000PF 50V C0G 0402"                                                                           
C69        1000pF                               TopLayer    C_ERA-0402              -1819.685     224.843       180      "CAP CER 1000PF 50V C0G 0402"                                                                           
C68        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1750.000     319.685       270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C66        1000pF                               TopLayer    C_ERA-0402              -1819.685     275.000       360      "CAP CER 1000PF 50V C0G 0402"                                                                           
C65        1000pF                               TopLayer    C_ERA-0402              -1854.685     175.000       360      "CAP CER 1000PF 50V C0G 0402"                                                                           
C64        C_0402_0.22UF_50V                    TopLayer    C_ERA-0402              -3094.685     425.000       360      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C63        C_0402_0.22UF_50V                    TopLayer    C_ERA-0402              -3094.685     350.000       360      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C62        C_0603_10µF                          TopLayer    C_ERA-0603              -582.677      2424.665      180      "CAP CER 10UF 16V X5R 0603"                                                                             
C61        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1780.315     2075.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C60        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2125.059     2355.315      270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C59        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1928.918     2150.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C58        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2375.000     2355.000      270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C56        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2350.315     1454.980      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C55        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2370.000     2000.000      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C54        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2369.685     2200.000      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C53        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2350.315     1855.315      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C52        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2369.685     2150.000      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C51        C_0402_0.1UF_25V                     TopLayer    C_0402                  2793.110      3280.315      270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C50        C_0402_0.1UF_25V                     TopLayer    C_0402                  -2325.000     3280.315      270      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C49        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -50.079       1880.315      90       "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C48        C_0402_0.1UF_25V                     TopLayer    C_0402                  169.606       1700.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C47        C_0603_10µF                          TopLayer    C_ERA-0603              187.323       1625.000      180      "CAP CER 10UF 16V X5R 0603"                                                                             
C46        C_0402_0.1UF_25V                     TopLayer    C_0402                  2258.189      185.000       360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C45        C_0603_10µF                          TopLayer    C_ERA-0603              2244.409      135.000       360      "CAP CER 10UF 16V X5R 0603"                                                                             
C44        10pF                                 TopLayer    C_ERA-0402              -1407.087     3241.122      270      "CAP CER 10PF 50V NP0 0402"                                                                             
C43        10pF                                 TopLayer    C_0402                  -1792.913     3241.122      270      "CAP CER 10PF 50V NP0 0402"                                                                             
C42        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1969.685     3146.437      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C41        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1061.811     775.118       180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C40        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1061.811     912.914       180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C39        C_0402_0.1UF_25V                     TopLayer    C_0402                  -990.000      845.000       90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C38        22pF                                 TopLayer    C_ERA-0402              -1192.618     988.071       270      "CAP CER 22PF 50V NP0 0402"                                                                             
C37        10µF                                 TopLayer    CAP-1206                -854.921      545.512       270      "CAP CER 10UF 25V X5R 1206"                                                                             
C36        10µF                                 TopLayer    CAP-1206                -725.000      545.512       270      "CAP CER 10UF 25V X5R 1206"                                                                             
C35        C_0805_1.5uF_25V                     TopLayer    C_ERA-0805              -739.803      1446.535      180      "1.5µF ±10% 25V Ceramic Capacitor X7R 0805 (2012 Metric)"                                               
C34        100pF                                TopLayer    C_0402                  -1637.677     1100.000      270      "CAP CER 100PF 50V 5% C0G 0402"                                                                         
C33        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1695.000     1099.887      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C32        1.0uF                                TopLayer    C_ERA-0805              966.299       701.359       90       "CAP CER 1UF 50V X7R 0805"                                                                              
C30        C_0402_0.22UF_50V                    TopLayer    C_ERA-0402              200.315       604.768       360      "CAP CER 0.22UF 50V X5R 0402"                                                                           
C29        1.0uF                                TopLayer    C_0402                  -1969.685     2971.437      360      "CAP CER 1.0UF 16V X5R 0402"                                                                            
C28        220pF                                TopLayer    C_0402                  789.134       712.283       90       "CAP CER 220PF 50V 10% X7R 0402"                                                                        
C27        10µF                                 TopLayer    CAP-1206                -913.307      1709.842      180      "CAP CER 10UF 25V X5R 1206"                                                                             
C26        10µF                                 TopLayer    CAP-1206                -911.338      1612.677      180      "CAP CER 10UF 25V X5R 1206"                                                                             
C25        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1069.803     1464.252      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C24        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1766.850     1180.315      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C23        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -1105.000     1716.066      180      "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C22        1.0uF                                TopLayer    C_ERA-0805              -1130.669     1272.697      270      "CAP CER 1UF 50V X7R 0805"                                                                              
C21        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1766.850     1259.055      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C20        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1766.850     1337.795      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C19        1.0uF                                TopLayer    C_ERA-0805              -1537.638     1331.299      270      "CAP CER 1UF 50V X7R 0805"                                                                              
C18        C_0402_2.2uF_35V                     TopLayer    C_ERA-0402              -1643.110     1313.583      270      "CAP CER 2.2UF 35V 20% X5R 0402"                                                                        
C17        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1766.850     1416.535      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C16        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1382.795     1888.976      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C15        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1518.622     1888.976      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C14        10µF                                 TopLayer    C_ERA-0805              -1987.402     2896.437      360      "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C13        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1925.000     2626.752      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C12        10µF                                 TopLayer    C_ERA-0805              -2125.000     2609.036      90       "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C11        10µF                                 TopLayer    C_ERA-0805              -2025.000     2609.036      90       "CAP CER 10uF 16V X5R 20% 0805"                                                                         
C10        C_0402_0.1UF_25V                     TopLayer    C_0402                  -1981.063     2050.000      180      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C9         C_0402_0.1UF_25V                     TopLayer    C_0402                  -2160.000     1855.315      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C8         C_0402_0.1UF_25V                     TopLayer    C_0402                  -2369.685     2050.000      360      "CAP CER 0.1UF 25V X6S 0402"                                                                            
C7         C_0402_18PF_50V                      TopLayer    C_0402                  2650.000      1315.315      90       ""                                                                                                      
C6         C_0402_18PF_50V                      TopLayer    C_0402                  2650.000      1229.685      270      ""                                                                                                      
C5         C_0402_0.1UF_25V                     TopLayer    C_0402                  2600.000      1119.572      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C4         C_0402_0.1UF_25V                     TopLayer    C_0402                  2499.901      1119.685      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C3         C_0402_0.1UF_25V                     TopLayer    C_0402                  2550.000      1119.572      90       "CAP CER 0.1UF 25V X6S 0402"                                                                            
C2         C_0402_18PF_50V                      TopLayer    C_0402                  1773.000      571.685       270      ""                                                                                                      
C1         C_0402_18PF_50V                      TopLayer    C_0402                  1627.000      571.685       270      ""                                                                                                      
U4         U_SN74LVC1G07DCKR                    TopLayer    DCK5                    1213.000      975.591       180      "IC BUFF/DVR NON-INVERT SC705"                                                                          
U3         U_APX811-26UG-7                      TopLayer    SOT190P237X120-4N       1052.756      963.008       360      "Processor Supervisor 2.63V 2.5V/3V/3.3V/5V 4-Pin(3+Tab) SOT-143 T/R"                                   
U2         U_OSD3358-512M-BSM                   TopLayer    OSD335X-BGA-256         1950.000      1125.000      180      ""                                                                                                      
R60        R_0402_10.0K                         TopLayer    R_0402                  1875.000      430.315       90       "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R51        "1.0k Ohms"                          TopLayer    R_0402                  1095.315      840.000       360      "RES 1.00K OHM 1/16W 1% 0402 SMD"                                                                       
R50        R_0402_2.2K                          TopLayer    R_0402                  -2275.000     2355.315      270      "RES SMD 2.2K OHM 1% 1/10W 0402"                                                                        
R49        R_0402_2.2K                          TopLayer    R_0402                  -2225.000     2355.000      270      "RES SMD 2.2K OHM 1% 1/10W 0402"                                                                        
R48        R_0402_10.0K                         TopLayer    R_0402                  1080.315      1050.000      180      "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R47        R_0402_10.0K                         TopLayer    R_0402                  1324.665      433.150       90       "RES 10.0K OHM 1/16W 1% 0402 SMD"                                                                       
R46        R_0402_499.0                         TopLayer    R_0402                  1324.665      530.315       270      "RES 499 OHM 1/10W 1% 0402 SMD"                                                                         
R17        R_0402_39K                           TopLayer    R_0402                  1399.665      530.315       270      "RES SMD 39K OHM 1% 1/10W 0402"                                                                         
Q7         PNP                                  TopLayer    SOT-23A                 1362.263      652.559       180      "TRANS PNP MED PWR 400V SOT23-3"                                                                        
D3         D_TLVH431AIDBZR                      TopLayer    SOT23                   1473.802      449.882       90       "IC VREF SHUNT ADJ SOT23-3"                                                                             
